gamma (fraction of the demand of load that can be curtailed) 1
Pi (investment budget) 100e6
Sigma (weighting factor) 9.08
Sbase: 100 MW
param: vAng:= 0.6																		
;
																		
param:	candidate	branch_fbus		branch_tbus	branch_x	branch_scpt	Fmax	IC	max_lines	angmin		angmax
4398		1		7.6		2.56		0		0		2		1.0418894		34.365397		138		1		1.1		0.9
4399		2		0		0		0		0		2		1.04		37.711025		18		1		1.1		0.9
4400		1		0		0		0		0		1		1.04		38.966893		138		1		1.1		0.9
4401		2		0		0		0		0		1		1.0389906		41.993662		13.8		1		1.1		0.9
4402		1		0		0		0		-21.35		1		1.04		37.15174		345		1		1.1		0.9
4403		1		0		0		0		0		1		1.0391898		38.929961		138		1		1.1		0.9
4404		2		0		0		0		0		1		1.0382598		39.706797		18		1		1.1		0.9
4405		2		0		0		0		0		1		1.04		39.325192		13.8		1		1.1		0.9
4406		1		10.9		0.9		0		0		2		1.0261755		22.64612		138		1		1.1		0.9
4407		2		0		0		0		0		2		1.0261755		22.64612		20		1		1.1		0.9
4408		1		0		0		0		-9.01		2		1.0433958		46.204734		345		1		1.1		0.9
4409		1		0		0		0		0		2		1.0381579		47.556387		138		1		1.1		0.9
4410		2		0		0		0		0		2		1.04		48.617747		24		1		1.1		0.9
4411		1		0		0		0		0		2		1.041		52.628032		138		1		1.1		0.9
4412		2		0		0		0		0		2		1.0388651		53.347549		18		1		1.1		0.9
4413		1		0		0		0		0		2		1.04271		52.697789		138		1		1.1		0.9
4414		2		0		0		0		0		2		1.04		54.595916		13.8		1		1.1		0.9
4415		1		0		0		0		0		2		1.04		47.851441		138		1		1.1		0.9
4416		2		0		0		0		0		2		1.039383		50.744039		24		1		1.1		0.9
4417		1		2.79		0.83		0		0		2		1.04		45.437897		138		1		1.1		0.9
4418		2		0		0		0		0		2		1.0394666		46.352537		20		1		1.1		0.9
4419		1		5.1		0.6		0		0		2		1.041		37.493833		138		1		1.1		0.9
4420		2		0		0		0		0		2		1.0389061		38.409051		13.8		1		1.1		0.9
4421		1		0		0		0		-2.86		2		1.04		37.657861		345		1		1.1		0.9
4422		1		0		0		0		0		2		1.0397112		38.14318		138		1		1.1		0.9
4423		2		0		0		0		0		2		1.0363463		39.347394		13.8		1		1.1		0.9
4424		1		0		0		0		0		2		1.039		51.862144		138		1		1.1		0.9
4425		2		0		0		0		0		2		1.0365325		54.815471		18		1		1.1		0.9
4426		1		0		0		0		0		2		1.0391383		54.836277		138		1		1.1		0.9
4427		2		0		0		0		0		2		1.04		57.143377		13.8		1		1.1		0.9
4428		1		0		0		0		0		2		1.0404959		55.145223		138		1		1.1		0.9
4429		2		0		0		0		0		2		1.04		55.861815		18		1		1.1		0.9
4430		1		0		0		0		0		2		1.038		55.202046		138		1		1.1		0.9
4431		2		0		0		0		0		2		1.0388778		55.96101		13.8		1		1.1		0.9
4432		1		0		0		0		0		2		1.039		50.254913		138		1		1.1		0.9
4433		2		0		0		0		0		2		1.0383093		52.841059		18		1		1.1		0.9
4434		1		0		0		0		0		3		1.039		36.039628		138		1		1.1		0.9
4435		2		0		0		0		0		3		1.0393556		37.672379		24		1		1.1		0.9
4436		1		0		0		0		19.86		2		1.04		37.319009		345		1		1.1		0.9
4437		1		0		0		0		0		2		1.0404754		37.358623		138		1		1.1		0.9
4438		2		0		0		0		0		2		1.0372737		39.112827		18		1		1.1		0.9
4439		1		0		0		0		0		2		1.041		48.822664		345		1		1.1		0.9
4440		1		0		0		0		0		2		1.0376286		50.736628		138		1		1.1		0.9
4441		2		0		0		0		0		2		1.0326813		52.29786		13.8		1		1.1		0.9
4442		1		0		0		0		0		2		1.0435841		12.265646		138		1		1.1		0.9
4443		2		0		0		0		0		2		1.04		15.289941		24		1		1.1		0.9
4444		1		0		0		0		0		2		1.043001		39.45574		138		1		1.1		0.9
4445		2		0		0		0		0		2		1.04		41.980375		13.8		1		1.1		0.9
4446		1		0		0		0		0		2		1.039		38.450157		345		1		1.1		0.9
4447		1		0		0		0		0		2		1.0343669		39.701697		138		1		1.1		0.9
4448		2		0		0		0		0		2		1.0345926		39.849875		18		1		1.1		0.9
4449		1		0		0		0		0		2		1.044205		35.443971		138		1		1.1		0.9
4450		2		0		0		0		0		2		1.044205		35.443971		18		1		1.1		0.9
4451		1		0		0		0		-30.21		1		1.0400167		52.900899		138		1		1.1		0.9
4452		2		0		0		0		0		1		1.04		53.463385		13.8		1		1.1		0.9
4453		1		0		0		0		0		2		1.039493		35.757454		345		1		1.1		0.9
4454		1		0		0		0		0		2		1.0442325		35.422343		138		1		1.1		0.9
4455		1		0		0		0		0		2		1.0406511		35.677371		13.8		1		1.1		0.9
4456		1		0		0		0		0		2		1.0406511		35.677371		1		1		1.1		0.9
4457		2		0		0		0		0		2		1.04		37.237931		13.8		1		1.1		0.9
4458		1		0		0		0		0		2		1.0404308		44.345649		345		1		1.1		0.9
4459		1		5.3		1.5		0		0		2		1.0362249		45.505049		138		1		1.1		0.9
4460		2		0		0		0		0		2		1.04		46.689477		13.8		1		1.1		0.9
4461		1		0		0		0		0		2		1.0357698		21.107484		138		1		1.1		0.9
4462		2		0		0		0		0		2		1.0357698		21.107484		13.8		1		1.1		0.9
4463		1		0		0		0		33		2		1.0412874		47.655296		345		1		1.1		0.9
4464		1		0		0		0		0		2		1.0399078		47.959974		138		1		1.1		0.9
4465		2		0		0		0		0		2		1.04		49.19794		13.8		1		1.1		0.9
4466		1		0		0		0		32.69		3		1.04		31.238022		345		1		1.1		0.9
4467		1		0		0		0		0		3		1.0355149		33.915579		138		1		1.1		0.9
4468		2		0		0		0		0		3		1.0245494		33.808638		13.8		1		1.1		0.9
4469		1		0		0		0		229.34		2		1.04		25.965605		345		1		1.1		0.9
4470		1		0		0		0		0		2		1.0389999		26.612005		138		1		1.1		0.9
4471		2		0		0		0		0		2		1.0199027		29.336765		13.8		1		1.1		0.9
4472		1		0		0		0		0		1		1.0404035		35.795794		138		1		1.1		0.9
4473		2		0		0		0		0		1		1.04		38.213363		13.8		1		1.1		0.9
4474		1		0		0		0		0		1		1.039		41.268347		138		1		1.1		0.9
4475		2		0		0		0		0		1		1.0380867		42.274351		13.8		1		1.1		0.9
4476		1		0		0		0		0		2		1.0358304		22.668146		138		1		1.1		0.9
4477		2		0		0		0		0		2		1.0358304		22.668146		13.8		1		1.1		0.9
4478		1		0		0		0		0		2		1.0385882		23.12906		345		1		1.1		0.9
4479		1		0		0		0		0		2		1.0379314		22.944528		138		1		1.1		0.9
4480		2		0		0		0		0		2		1.0165608		26.453064		24		1		1.1		0.9
4481		1		0		0		0		-33.2		2		1.0420752		48.47099		345		1		1.1		0.9
4482		1		0		0		0		0		2		1.038076		49.959765		138		1		1.1		0.9
4483		2		0		0		0		0		2		1.04		51.785674		13.8		1		1.1		0.9
4484		1		18.1		6.5		0		0		4		1.0359287		28.552379		138		1		1.1		0.9
4485		1		14.7		5		0		0		4		1.0354641		28.702893		138		1		1.1		0.9
4486		1		0		0		0		0		4		1.0421712		30.790237		345		1		1.1		0.9
4487		1		49.8		10.3		0		0		4		1.0421912		29.114331		138		1		1.1		0.9
4488		1		9.3		2.56		0		0		4		1.0347929		27.813891		138		1		1.1		0.9
4489		1		28.7		6.5		0		0		4		1.0352225		28.509475		138		1		1.1		0.9
4490		1		16.7		5.9		0		66.06		4		1.0460087		28.842001		138		1		1.1		0.9
4491		1		39.4		8.9		0		0		4		1.035689		27.489116		138		1		1.1		0.9
4492		1		27.1		9.1		0		0		4		1.0353114		28.969615		138		1		1.1		0.9
4493		1		11		3.24		0		0		4		1.0373359		28.48765		138		1		1.1		0.9
4494		1		9.1		2.11		0		0		4		1.0352484		28.492623		138		1		1.1		0.9
4495		1		9.8		3.31		0		0		4		1.0440397		28.429484		138		1		1.1		0.9
4496		1		1.58		0.53		0		0		4		1.043171		28.185164		138		1		1.1		0.9
4497		1		3.31		1.13		0		0		4		1.0350036		28.943758		138		1		1.1		0.9
4498		1		11.2		2.94		0		0		4		1.0339035		27.4904		138		1		1.1		0.9
4499		1		15		2.18		0		0		4		1.0395239		28.753783		138		1		1.1		0.9
4500		1		18.3		3.54		0		36.58		4		1.0414052		27.727601		138		1		1.1		0.9
4501		1		26.7		16.9		0		0		4		1.0396981		27.947803		138		1		1.1		0.9
4502		1		13		1.2		0		0		4		1.0410597		27.772894		138		1		1.1		0.9
4503		1		13.5		4.8		0		0		4		1.0416811		28.614936		138		1		1.1		0.9
4504		1		30.5		7.3		0		0		4		1.0398272		27.524003		138		1		1.1		0.9
4505		1		2.26		0.6		0		0		4		1.0401476		27.517816		138		1		1.1		0.9
4506		1		8.2		2.34		0		0		4		1.0429995		28.692544		138		1		1.1		0.9
4507		1		9.3		0.3		0		0		4		1.0407028		28.801918		138		1		1.1		0.9
4508		1		2.26		0.6		0		0		4		1.0427161		28.622434		138		1		1.1		0.9
4509		1		10.8		1.88		0		0		4		1.0388866		27.157519		138		1		1.1		0.9
4510		1		2.34		0.68		0		0		4		1.043447		32.09795		138		1		1.1		0.9
4511		1		10.7		0.38		0		0		4		1.0413841		27.906726		138		1		1.1		0.9
4512		1		0		0		0		11.08		4		1.0419472		31.045116		345		1		1.1		0.9
4513		1		31.4		4.25		0		0		4		1.0413231		28.507429		138		1		1.1		0.9
4514		1		33.3		2.79		0		0		4		1.0411506		26.88412		138		1		1.1		0.9
4515		1		45.8		12.1		0		0		4		1.0387221		26.664135		138		1		1.1		0.9
4516		1		27.1		7.9		0		0		4		1.0397781		27.491558		138		1		1.1		0.9
4517		1		29.8		8.8		0		0		4		1.0388709		26.572897		138		1		1.1		0.9
4518		1		16.3		4.07		0		0		4		1.0387795		27.252543		138		1		1.1		0.9
4519		1		11.8		3.16		0		0		4		1.0405194		27.895666		138		1		1.1		0.9
4520		1		10.8		2.94		0		0		4		1.0416634		26.263035		138		1		1.1		0.9
4521		1		34		11.2		0		31.2		4		1.0411521		26.625488		138		1		1.1		0.9
4522		1		9.8		2.79		0		0		4		1.042281		27.541296		138		1		1.1		0.9
4523		1		36.8		5.1		0		74.94		4		1.0483009		25.626643		138		1		1.1		0.9
4524		1		31.9		5.6		0		0		4		1.0402416		28.166586		138		1		1.1		0.9
4525		1		29.5		7.3		0		0		4		1.0404638		26.337874		138		1		1.1		0.9
4526		1		11.8		1.8		0		0		4		1.0429834		26.360964		138		1		1.1		0.9
4527		1		4.8		1.58		0		0		4		1.0439317		28.40783		138		1		1.1		0.9
4528		1		6.9		2.03		0		0		4		1.0340415		29.895478		138		1		1.1		0.9
4529		1		7.1		1.95		0		0		4		1.0405034		27.696909		138		1		1.1		0.9
4530		1		73.29		30.1		0		0		4		1.0354719		30.103306		138		1		1.1		0.9
4531		1		1.88		0.3		0		0		4		1.0381339		30.295539		138		1		1.1		0.9
4532		1		2.64		0.22		0		0		4		1.0435728		31.28552		138		1		1.1		0.9
4533		1		2.26		0.75		0		0		4		1.0390857		31.253418		138		1		1.1		0.9
4534		1		0.48		0.12		0		4.63		4		1.0450603		29.475068		138		1		1.1		0.9
4535		1		0.22		0.04		0		15.2		4		1.0491597		27.970816		138		1		1.1		0.9
4536		1		6.2		1.2		0		0		4		1.0400564		28.973481		138		1		1.1		0.9
4537		1		3.31		0.83		0		25.62		4		1.0474388		28.802275		138		1		1.1		0.9
4538		1		2.34		0.68		0		0		4		1.0511247		30.154938		138		1		1.1		0.9
4539		1		0.5		0.14		0		0		4		1.0451315		31.500994		138		1		1.1		0.9
4540		1		3.39		0.9		0		0		4		1.0431071		30.768261		138		1		1.1		0.9
4541		1		1.8		0.53		0		0		4		1.0407252		31.033973		138		1		1.1		0.9
4542		1		2.26		0.53		0		0		4		1.039993		31.42517		138		1		1.1		0.9
4543		1		3.61		1.28		0		0		4		1.0395455		31.538301		138		1		1.1		0.9
4544		1		2.34		0.53		0		0		4		1.0431836		32.15247		138		1		1.1		0.9
4545		1		1.04		0.38		0		0		4		1.0427522		31.349384		138		1		1.1		0.9
4546		1		6.6		2.41		0		0		4		1.0432117		25.921517		138		1		1.1		0.9
4547		1		2.34		0.75		0		0		4		1.0406057		29.302135		138		1		1.1		0.9
4548		1		2.79		0.83		0		0		4		1.037919		29.942392		138		1		1.1		0.9
4549		1		0.73		0.22		0		0		4		1.0362606		30.669294		138		1		1.1		0.9
4550		1		0.82		0.15		0		0		4		1.0442829		28.527983		138		1		1.1		0.9
4551		1		5.3		0.9		0		0		4		1.0446557		28.896811		138		1		1.1		0.9
4552		1		2.51		0.87		0		0		4		1.0490113		30.225767		138		1		1.1		0.9
4553		1		2.49		0.38		0		0		4		1.0427619		28.095355		138		1		1.1		0.9
4554		1		2.49		0.53		0		0		4		1.0422723		28.780639		138		1		1.1		0.9
4555		1		1.21		0.38		0		0		4		1.0397782		32.308963		138		1		1.1		0.9
4556		1		1.73		0.38		0		0		4		1.0381418		30.009863		138		1		1.1		0.9
4557		1		0.34		0.11		0		0		4		1.0419473		32.300176		138		1		1.1		0.9
4558		1		5.7		0.68		0		0		4		1.0421612		28.12946		138		1		1.1		0.9
4559		1		0.53		0.08		0		0		4		1.0505979		29.678706		138		1		1.1		0.9
4560		1		0.95		0.22		0		0		4		1.0509687		29.913258		138		1		1.1		0.9
4561		1		5.2		0.9		0		0		4		1.0426844		30.779508		138		1		1.1		0.9
4562		1		9.4		0.53		0		0		4		1.0419847		28.086481		138		1		1.1		0.9
4563		1		25.4		3.24		0		0		4		1.0469308		27.997272		138		1		1.1		0.9
4564		1		8.1		1.13		0		0		4		1.043816		26.28495		138		1		1.1		0.9
4565		1		18.2		4.6		0		0		4		1.0367098		27.771324		138		1		1.1		0.9
4566		1		37.6		13.1		0		0		4		1.0362239		26.392413		138		1		1.1		0.9
4567		1		6.5		1.05		0		0		4		1.0377059		29.827018		138		1		1.1		0.9
4568		1		8.9		2.94		0		0		4		1.0372537		27.173238		138		1		1.1		0.9
4569		1		15.7		5.3		0		11.66		4		1.0447463		27.100001		138		1		1.1		0.9
4570		1		19.3		6.9		0		0		4		1.0418292		31.038562		138		1		1.1		0.9
4571		1		21.6		6.1		0		0		4		1.0413119		25.77006		138		1		1.1		0.9
4572		1		6.1		1.95		0		0		4		1.0392241		31.48077		138		1		1.1		0.9
4573		1		20.5		5		0		0		4		1.0385686		26.000001		138		1		1.1		0.9
4574		1		10.8		2.49		0		0		4		1.0387069		27.016626		138		1		1.1		0.9
4575		1		1.43		0.38		0		0		4		1.0403056		31.646751		138		1		1.1		0.9
4576		1		7.6		2.49		0		0		4		1.0370553		29.260576		138		1		1.1		0.9
4577		1		13.3		2.56		0		0		4		1.043763		25.693103		138		1		1.1		0.9
4578		1		7.6		1.05		0		0		4		1.0364795		28.725845		138		1		1.1		0.9
4579		1		9.6		2.18		0		0		4		1.0424034		31.194541		138		1		1.1		0.9
4580		1		22.9		6.3		0		18.78		4		1.0427153		30.910885		138		1		1.1		0.9
4581		1		27.7		7.7		0		51.12		4		1.0470031		27.841947		138		1		1.1		0.9
4582		1		36.7		4.9		0		0		4		1.0449846		28.62007		138		1		1.1		0.9
4583		1		18		2.86		0		43.83		4		1.0474946		28.091888		138		1		1.1		0.9
4584		1		20.8		6.8		0		0		4		1.0469591		27.949523		138		1		1.1		0.9
4585		1		13.8		2.03		0		0		4		1.0448486		28.644596		138		1		1.1		0.9
4586		1		23.8		7.5		0		0		4		1.0436038		28.417144		138		1		1.1		0.9
4587		1		17.7		2.56		0		0		4		1.0391823		27.260082		138		1		1.1		0.9
4588		1		18.8		3.54		0		0		4		1.0388637		27.619439		138		1		1.1		0.9
4589		1		14.6		3.54		0		0		4		1.0387814		27.112118		138		1		1.1		0.9
4590		1		24.4		1.8		0		0		4		1.0387767		27.094848		138		1		1.1		0.9
4591		1		5.3		1.13		0		0		4		1.0399423		28.036394		138		1		1.1		0.9
4592		1		5.2		0.98		0		0		4		1.0393324		27.831098		138		1		1.1		0.9
4593		1		11.7		2.41		0		0		4		1.0388711		27.377542		138		1		1.1		0.9
4594		1		3.01		0.6		0		0		4		1.046431		28.817825		138		1		1.1		0.9
4595		1		25.8		8.9		0		0		4		1.0444968		28.346013		138		1		1.1		0.9
4596		1		26.4		3.69		0		0		4		1.039057		27.161652		138		1		1.1		0.9
4597		1		29		10.2		0		0		4		1.0436119		28.518836		138		1		1.1		0.9
4598		1		22.8		3.89		0		0		4		1.0401754		27.309839		138		1		1.1		0.9
4599		1		17.6		4.33		0		0		4		1.0451368		28.353303		138		1		1.1		0.9
4600		1		0		0		0		0		4		1.0445051		30.775246		345		1		1.1		0.9
4601		1		11.4		1.88		0		0		4		1.0463344		29.419955		138		1		1.1		0.9
4602		1		1.25		0.22		0		0		4		1.0427806		28.699272		138		1		1.1		0.9
4603		1		19.8		4.33		0		0		4		1.0448635		26.095736		138		1		1.1		0.9
4604		1		37.9		11.9		0		0		4		1.0463705		25.544082		138		1		1.1		0.9
4605		1		32.4		6.4		0		0		4		1.0451748		26.183226		138		1		1.1		0.9
4606		1		27.5		3.09		0		72.07		4		1.0462146		26.386169		138		1		1.1		0.9
4607		1		38.5		12.8		0		0		4		1.0424126		26.066399		138		1		1.1		0.9
4608		1		9.6		1.2		0		0		4		1.0343446		26.877628		138		1		1.1		0.9
4609		1		34.5		12.2		0		0		4		1.0366091		26.011596		138		1		1.1		0.9
4610		1		0		0		0		31.97		4		1.0433341		30.225234		345		1		1.1		0.9
4611		1		31		6.8		0		0		4		1.0450459		27.599714		138		1		1.1		0.9
4612		1		36.1		12.7		0		0		4		1.0335288		27.195563		138		1		1.1		0.9
4613		1		2.64		0.53		0		0		4		1.0344488		27.100431		138		1		1.1		0.9
4614		1		22.1		5.7		0		0		4		1.0441797		27.378458		138		1		1.1		0.9
4615		1		57.6		11.1		0		0		4		1.0346972		26.338566		138		1		1.1		0.9
4616		1		29.8		7.3		0		82.18		4		1.046931		25.532012		138		1		1.1		0.9
4617		1		42.3		11.8		0		0		4		1.0445041		27.073642		138		1		1.1		0.9
4618		1		21.8		5.6		0		0		4		1.0449901		26.328131		138		1		1.1		0.9
4619		1		33.4		2.56		0		0		4		1.0465155		25.768307		138		1		1.1		0.9
4620		1		15.3		2.86		0		0		4		1.0442005		27.203674		138		1		1.1		0.9
4621		1		27.2		5.6		0		0		4		1.0412494		28.353491		138		1		1.1		0.9
4622		1		12.7		3.24		0		0		4		1.043822		29.490824		138		1		1.1		0.9
4623		1		7.3		2.64		0		28.73		4		1.0456486		29.066332		138		1		1.1		0.9
4624		1		19		5.1		0		0		4		1.0369401		28.642695		138		1		1.1		0.9
4625		1		32.6		6.4		0		0		4		1.0335427		29.406637		138		1		1.1		0.9
4626		1		0		0		0		0		4		1.0410023		32.423019		345		1		1.1		0.9
4627		1		47.5		13.4		0		0		4		1.0400701		28.518628		138		1		1.1		0.9
4628		1		24.9		8.3		0		0		4		1.0343164		28.924136		138		1		1.1		0.9
4629		1		34.3		9.8		0		0		4		1.0389022		31.475378		138		1		1.1		0.9
4630		1		25.6		7.9		0		0		4		1.0339818		28.969885		138		1		1.1		0.9
4631		1		2.64		0.22		0		0		4		1.0459617		30.836577		138		1		1.1		0.9
4632		1		9.8		1.8		0		0		4		1.0379411		29.559745		138		1		1.1		0.9
4633		1		5.6		1.13		0		0		4		1.0340982		28.925278		138		1		1.1		0.9
4634		1		1.08		0.22		0		0		4		1.0420937		31.879594		138		1		1.1		0.9
4635		1		2.56		0.75		0		0		4		1.0365395		29.341828		138		1		1.1		0.9
4636		1		30.6		4.42		0		0		4		1.0398107		28.257654		138		1		1.1		0.9
4637		1		27.9		9.3		0		41.49		4		1.0433394		28.29446		138		1		1.1		0.9
4638		1		0		0		0		0		4		1.0449339		27.874987		138		1		1.1		0.9
4639		2		0		0		0		0		4		1.04		29.153482		13.8		1		1.1		0.9
4640		2		0		0		0		0		4		1.04		28.637848		13.8		1		1.1		0.9
4641		1		0		0		0		0		4		1.0449339		27.874987		13.8		1		1.1		0.9
4642		1		0		0		0		0		4		1.0449339		27.874987		18		1		1.1		0.9
4643		1		0		0		0		0		4		1.0449339		27.874987		18		1		1.1		0.9
4644		1		0		0		0		0		4		1.0393659		29.463256		138		1		1.1		0.9
4645		2		0		0		0		0		4		1.04		29.65021		13.8		1		1.1		0.9
4646		1		0		0		0		0		4		1.0399057		29.617635		13.8		1		1.1		0.9
4647		1		0		0		0		0		4		1.0399057		29.617635		1		1		1.1		0.9
4648		1		0		0		0		0		4		1.0393659		29.463256		24		1		1.1		0.9
4649		1		0		0		0		0		4		1.0393659		29.463256		24		1		1.1		0.9
4650		1		0		0		0		0		4		1.0402275		32.661102		345		1		1.1		0.9
4651		2		0		0		0		0		4		1.04		35.143086		13.8		1		1.1		0.9
4652		2		0		0		0		0		4		1.0235556		35.232934		24		1		1.1		0.9
4653		2		0		0		0		0		4		1.0402275		32.661102		13.8		1		1.1		0.9
4654		1		0		0		0		-48.13		4		1.04		32.738119		345		1		1.1		0.9
4655		2		0		0		0		0		4		1.0330881		34.511951		13.8		1		1.1		0.9
4656		2		0		0		0		0		4		1.04		33.751757		22		1		1.1		0.9
4657		2		0		0		0		0		4		1.04		35.04266		13.8		1		1.1		0.9
4658		1		0		0		0		0		4		1.041		33.325486		345		1		1.1		0.9
4659		1		0		0		0		0		4		1.0454768		31.688584		138		1		1.1		0.9
4660		1		30.6		4.42		0		0		4		1.0421502		32.916846		13.8		1		1.1		0.9
4661		1		0		0		0		0		4		1.0421502		32.916846		1		1		1.1		0.9
4662		2		0		0		0		0		4		1.0372754		35.622401		24		1		1.1		0.9
4663		1		0		0		0		0		4		1.0369999		31.663103		138		1		1.1		0.9
4664		2		0		0		0		0		4		1.0294247		34.592553		13.8		1		1.1		0.9
4665		1		0		0		0		0		4		1.041		32.939321		345		1		1.1		0.9
4666		1		0		0		0		0		4		1.039825		31.34033		138		1		1.1		0.9
4667		2		0		0		0		0		4		1.0323197		34.957322		13.8		1		1.1		0.9
4668		1		0		0		0		0		4		1.0428328		35.78852		138		1		1.1		0.9
4669		2		0		0		0		0		4		1.04		39.730283		13.8		1		1.1		0.9
4670		1		0		0		0		0		4		1.0420001		33.980481		345		1		1.1		0.9
4671		1		0		0		0		0		4		1.0418131		34.055381		138		1		1.1		0.9
4672		2		0		0		0		0		4		1.0332883		36.515139		22		1		1.1		0.9
4673		1		0		0		0		0		4		1.0421815		32.38017		345		1		1.1		0.9
4674		1		0		0		0		0		4		1.0384637		30.701025		138		1		1.1		0.9
4675		2		0		0		0		0		4		1.04		33.567959		13.8		1		1.1		0.9
4676		1		0		0		0		0		4		1.0400496		32.677777		345		1		1.1		0.9
4677		1		69		24.8		0		0		4		1.0398133		31.13316		138		1		1.1		0.9
4678		2		0		0		0		0		4		1.04		33.038634		13.8		1		1.1		0.9
4679		2		0		0		0		0		4		1.04		32.941316		13.8		1		1.1		0.9
4680		2		0		0		0		0		4		1.04		31.489428		13.8		1		1.1		0.9
4681		2		0		0		0		0		4		1.04		31.822782		13.8		1		1.1		0.9
4682		2		0		0		0		0		4		1.04		32.984146		24		1		1.1		0.9
4683		2		0		0		0		0		4		1.04		32.87538		13.8		1		1.1		0.9
4684		2		0		0		0		0		4		1.04		33.422216		20		1		1.1		0.9
4685		2		0		0		0		0		4		1.04		32.042942		13.8		1		1.1		0.9
4686		1		0		0		0		0		4		1.0431694		29.497937		138		1		1.1		0.9
4687		2		0		0		0		0		4		1.04		30.921393		18		1		1.1		0.9
4688		1		0		0		0		0		4		1.0411326		33.254883		345		1		1.1		0.9
4689		1		0		0		0		0		4		1.0447609		30.148187		138		1		1.1		0.9
4690		2		0		0		0		0		4		1.04		35.144472		18		1		1.1		0.9
4691		1		13.2		0.68		0		0		5		1.0388752		-1.422504		138		1		1.1		0.9
4692		1		1.65		0.45		0		0		5		1.0391462		-1.392626		138		1		1.1		0.9
4693		1		3.46		1.28		0		0		5		1.0403627		-0.518742		138		1		1.1		0.9
4694		1		5.6		1.35		0		0		5		1.038384		-3.624199		138		1		1.1		0.9
4695		1		1.49		0.45		0		0		5		1.0415334		-0.033571		138		1		1.1		0.9
4696		1		4.7		0.38		0		0		5		1.0416709		-0.095994		138		1		1.1		0.9
4697		1		2.49		0.75		0		0		5		1.0388997		-0.950603		138		1		1.1		0.9
4698		1		3.46		1.05		0		20.1		5		1.0426352		-9.917352		138		1		1.1		0.9
4699		1		5.4		0.98		0		0		5		1.0384265		-1.301281		138		1		1.1		0.9
4700		1		3.01		1.05		0		0		5		1.0384414		-2.17226		138		1		1.1		0.9
4701		1		2.18		0.45		0		0		5		1.0386129		-2.43055		138		1		1.1		0.9
4702		1		1.5		0.45		0		0		5		1.0351033		-1.679829		138		1		1.1		0.9
4703		1		8.4		2.11		0		0		5		1.0338263		-1.586348		138		1		1.1		0.9
4704		1		2.26		0.75		0		0		5		1.0349294		-1.941665		138		1		1.1		0.9
4705		1		3.01		0.53		0		0		5		1.0386902		-1.835835		138		1		1.1		0.9
4706		1		0.32		0.12		0		0		5		1.0383789		-2.451483		138		1		1.1		0.9
4707		1		1.65		0.6		0		0		5		1.0375456		-1.387533		138		1		1.1		0.9
4708		1		3.09		0.45		0		0		5		1.0370887		-1.617012		138		1		1.1		0.9
4709		1		1.49		0.3		0		0		5		1.0403094		-0.973101		138		1		1.1		0.9
4710		1		5.3		1.13		0		0		5		1.0384646		-2.912993		138		1		1.1		0.9
4711		1		1.35		0.08		0		0		5		1.039739		-0.75133		138		1		1.1		0.9
4712		1		0.32		0.09		0		0		5		1.0397498		-1.231468		138		1		1.1		0.9
4713		1		11.1		1.8		0		0		5		1.037982		-1.558896		138		1		1.1		0.9
4714		1		2.18		0.6		0		0		6		1.0284358		-3.108429		138		1		1.1		0.9
4715		1		1.95		0.68		0		0		5		1.0377504		0.88824		138		1		1.1		0.9
4716		1		1.32		0.3		0		0		3		1.0373851		0.915793		138		1		1.1		0.9
4717		1		2.11		0.68		0		0		3		1.0320141		-0.810885		138		1		1.1		0.9
4718		1		1.46		0.22		0		0		3		1.0302242		-1.007883		138		1		1.1		0.9
4719		1		3.46		0.45		0		0		6		1.0265992		-2.658091		138		1		1.1		0.9
4720		1		5		0.83		0		0		6		1.0335111		-1.923479		138		1		1.1		0.9
4721		1		3.54		1.13		0		0		6		1.0309736		-2.673807		138		1		1.1		0.9
4722		1		2.79		0.45		0		0		6		1.0331751		-2.19087		138		1		1.1		0.9
4723		1		3.09		1.05		0		0		5		1.0437492		0.997393		138		1		1.1		0.9
4724		1		0.98		0.3		0		0		3		1.0339032		-1.539901		138		1		1.1		0.9
4725		1		2.94		0.98		0		0		5		1.0432461		0.499769		138		1		1.1		0.9
4726		1		3.01		0.68		0		0		5		1.0429282		0.472235		138		1		1.1		0.9
4727		1		1.95		0.08		0		0		5		1.0366356		-1.504215		138		1		1.1		0.9
4728		1		2.34		0.53		0		0		5		1.0369945		-1.710238		138		1		1.1		0.9
4729		1		0.53		0.18		0		8.7		5		1.038785		-1.768403		138		1		1.1		0.9
4730		1		4.5		1.43		0		0		5		1.0371712		-1.891668		138		1		1.1		0.9
4731		1		2.41		0.75		0		0		3		1.0332151		-1.17826		138		1		1.1		0.9
4732		1		1.58		0.15		0		0		3		1.0374349		-0.955707		138		1		1.1		0.9
4733		1		0.44		0.16		0		0		5		1.037901		-1.093581		138		1		1.1		0.9
4734		1		2.64		0.3		0		0		3		1.0309116		-1.869465		138		1		1.1		0.9
4735		1		2.11		0.6		0		0		3		1.0377049		-0.805095		138		1		1.1		0.9
4736		1		5.5		1.8		0		0		3		1.0330963		-1.890892		138		1		1.1		0.9
4737		1		5.6		1.5		0		0		3		1.031765		-2.41999		138		1		1.1		0.9
4738		1		1.5		0.53		0		0		3		1.0297123		-2.563319		138		1		1.1		0.9
4739		1		8		2.64		0		0		5		1.0315162		-2.394376		138		1		1.1		0.9
